TransactionID,ItemDescription
1,"Milk,Cheese"
2,"Diaper,Butter,Coke"
3,"Jam,Juice,Coke,Eggs"
4,"Juice,Cheese,Coke"
5,"Eggs,Butter,Jam"
6,"Butter,Eggs,Jam,Cheese,Diaper"
7,"Eggs,Beer,Juice,Jam,Milk"
8,"Diaper,Butter,Milk,Jam"
9,"Juice,Beer,Coke,Diaper,Eggs"
10,"Diaper,Milk,Butter,Bread,Juice"
11,"Juice,Coke,Beer"
12,"Jam,Cheese,Diaper"
13,"Beer,Bread,Diaper,Juice,Milk"
14,"Eggs,Milk,Coke,Cheese"
15,"Beer,Milk,Jam,Butter"
16,"Butter,Bread,Coke,Beer,Milk"
17,"Eggs,Cheese,Butter,Juice"
18,"Cheese,Juice,Butter,Diaper"
19,"Bread,Eggs,Beer,Cheese"
20,"Juice,Eggs,Coke,Milk"
21,"Cheese,Eggs"
22,"Diaper,Coke,Cheese,Jam,Beer"
23,"Butter,Beer,Juice,Bread,Diaper"
24,"Coke,Juice,Cheese"
25,"Jam,Cheese,Diaper"
26,"Beer,Juice,Jam,Butter,Cheese"
27,"Bread,Butter,Cheese"
28,"Cheese,Eggs,Juice,Jam"
29,"Juice,Jam,Diaper,Milk,Cheese"
30,"Bread,Juice,Butter,Jam"
31,"Jam,Milk,Coke"
32,"Jam,Diaper,Cheese"
33,"Cheese,Bread"
34,"Beer,Jam"
35,"Jam,Diaper,Bread,Beer,Milk"
36,"Coke,Diaper,Butter,Cheese,Jam"
37,"Jam,Diaper,Milk,Eggs"
38,"Bread,Beer,Jam,Diaper"
39,"Cheese,Beer"
40,"Jam,Butter,Cheese"
41,"Milk,Diaper,Coke,Juice,Bread"
42,"Beer,Cheese,Milk"
43,"Juice,Cheese,Jam,Bread"
44,"Jam,Butter,Cheese,Milk"
45,"Butter,Diaper,Beer"
46,"Beer,Jam,Butter,Cheese"
47,"Eggs,Jam,Bread"
48,"Coke,Juice"
49,"Beer,Juice,Eggs"
50,"Coke,Diaper"
51,"Butter,Cheese"
52,"Eggs,Cheese,Bread"
53,"Bread,Beer,Juice,Butter,Milk"
54,"Milk,Butter"
55,"Beer,Eggs,Juice,Jam"
56,"Milk,Beer,Jam,Cheese,Juice"
57,"Eggs,Juice,Diaper"
58,"Coke,Diaper"
59,"Jam,Butter"
60,"Jam,Diaper"
61,"Jam,Eggs,Beer,Milk,Juice"
62,"Beer,Bread"
63,"Eggs,Coke"
64,"Cheese,Bread"
65,"Butter,Milk"
66,"Bread,Milk,Diaper,Eggs,Juice"
67,"Coke,Butter,Cheese,Milk"
68,"Jam,Beer,Coke,Bread"
69,"Beer,Juice"
70,"Diaper,Milk,Beer,Bread"
71,"Milk,Eggs,Juice"
72,"Butter,Beer,Bread,Eggs"
73,"Eggs,Milk,Jam,Diaper,Butter"
74,"Beer,Coke,Bread,Eggs"
75,"Juice,Cheese,Bread"
76,"Bread,Jam"
77,"Cheese,Juice,Diaper"
78,"Milk,Beer"
79,"Bread,Butter,Milk,Coke"
80,"Jam,Coke"
81,"Jam,Juice"
82,"Eggs,Bread,Juice,Jam"
83,"Diaper,Juice,Jam"
84,"Beer,Jam,Diaper,Cheese"
85,"Cheese,Bread"
86,"Coke,Cheese"
87,"Bread,Beer,Diaper,Jam,Coke"
88,"Bread,Diaper,Milk"
89,"Cheese,Coke,Eggs"
90,"Bread,Diaper,Juice,Beer,Jam"
91,"Butter,Cheese,Diaper"
92,"Milk,Bread,Butter"
93,"Milk,Butter,Eggs,Bread"
94,"Cheese,Coke,Butter"
95,"Bread,Coke,Beer"
96,"Jam,Bread,Beer,Juice,Milk"
97,"Eggs,Coke,Butter,Beer,Milk"
98,"Butter,Beer,Milk"
99,"Diaper,Milk,Cheese,Jam,Bread"
100,"Jam,Beer,Juice,Cheese"
101,"Eggs,Jam,Juice,Coke"
102,"Eggs,Diaper,Beer"
103,"Coke,Eggs"
104,"Jam,Beer"
105,"Eggs,Cheese,Juice,Beer,Jam"
106,"Coke,Diaper,Butter,Cheese,Eggs"
107,"Bread,Beer"
108,"Beer,Cheese,Coke"
109,"Jam,Butter,Cheese,Diaper,Coke"
110,"Milk,Jam,Cheese,Beer,Bread"
111,"Bread,Milk"
112,"Milk,Bread,Juice"
113,"Milk,Coke,Eggs"
114,"Butter,Eggs,Coke"
115,"Bread,Eggs,Juice,Milk,Cheese"
116,"Milk,Juice,Cheese,Jam"
117,"Coke,Jam,Juice,Cheese"
118,"Bread,Eggs,Cheese,Jam,Diaper"
119,"Cheese,Butter"
120,"Milk,Diaper"
121,"Eggs,Diaper,Milk"
122,"Coke,Bread,Diaper,Milk,Eggs"
123,"Juice,Jam,Eggs,Bread"
124,"Butter,Coke,Cheese"
125,"Butter,Juice,Jam"
126,"Beer,Cheese"
127,"Bread,Cheese,Jam,Eggs,Juice"
128,"Milk,Juice,Diaper,Jam,Cheese"
129,"Bread,Coke"
130,"Butter,Juice,Cheese,Diaper"
131,"Juice,Coke"
132,"Beer,Bread,Diaper,Milk,Butter"
133,"Cheese,Juice"
134,"Coke,Bread,Diaper"
135,"Diaper,Butter"
136,"Butter,Diaper,Juice"
137,"Butter,Jam,Eggs,Beer,Bread"
138,"Cheese,Coke,Milk,Jam"
139,"Jam,Bread,Diaper,Juice,Butter"
140,"Coke,Beer,Butter,Bread,Diaper"
141,"Butter,Cheese,Milk,Bread,Eggs"
142,"Jam,Beer"
143,"Juice,Beer,Butter,Bread,Jam"
144,"Beer,Cheese"
145,"Milk,Cheese,Beer"
146,"Diaper,Milk,Coke,Bread,Jam"
147,"Bread,Milk"
148,"Bread,Beer,Juice"
149,"Beer,Coke,Cheese,Bread,Jam"
150,"Coke,Milk,Beer,Cheese"
151,"Milk,Jam,Butter"
152,"Eggs,Coke"
153,"Coke,Milk"
154,"Cheese,Juice,Diaper"
155,"Beer,Milk"
156,"Juice,Beer,Diaper,Coke"
157,"Bread,Cheese,Jam,Coke"
158,"Bread,Eggs"
159,"Bread,Eggs,Beer"
160,"Eggs,Bread,Coke"
161,"Diaper,Cheese,Milk"
162,"Diaper,Beer,Eggs,Juice,Butter"
163,"Milk,Diaper,Beer,Jam,Juice"
164,"Jam,Milk"
165,"Coke,Juice"
166,"Diaper,Jam"
167,"Beer,Butter,Juice,Bread,Diaper"
168,"Beer,Butter,Eggs"
169,"Beer,Coke"
170,"Bread,Juice,Cheese"
171,"Coke,Butter,Juice"
172,"Eggs,Diaper,Cheese,Juice"
173,"Eggs,Jam,Beer,Milk,Butter"
174,"Eggs,Cheese,Coke,Bread"
175,"Jam,Butter"
176,"Coke,Cheese,Beer"
177,"Butter,Juice"
178,"Diaper,Coke"
179,"Butter,Bread,Jam,Coke,Milk"
180,"Jam,Eggs"
181,"Beer,Jam,Milk,Bread"
182,"Diaper,Butter,Eggs,Beer"
183,"Milk,Cheese,Juice,Diaper"
184,"Milk,Bread,Cheese"
185,"Beer,Butter,Juice"
186,"Coke,Cheese,Juice,Beer"
187,"Milk,Coke,Butter,Bread,Eggs"
188,"Butter,Bread,Milk,Cheese"
189,"Butter,Milk,Eggs,Beer"
190,"Cheese,Diaper"
191,"Butter,Diaper,Bread,Coke"
192,"Milk,Juice,Jam"
193,"Juice,Beer,Eggs,Milk,Bread"
194,"Juice,Diaper,Eggs,Coke"
195,"Cheese,Coke,Jam,Milk"
196,"Diaper,Coke,Bread"
197,"Milk,Jam,Bread"
198,"Juice,Eggs,Coke,Jam"
199,"Diaper,Coke,Butter,Beer,Milk"
200,"Milk,Coke,Cheese"
201,"Jam,Beer,Bread,Cheese,Juice"
202,"Eggs,Milk"
203,"Jam,Butter"
204,"Cheese,Diaper"
205,"Beer,Butter,Juice,Jam"
206,"Milk,Juice,Eggs,Butter,Cheese"
207,"Coke,Cheese"
208,"Juice,Jam,Beer"
209,"Diaper,Jam,Cheese,Beer,Butter"
210,"Juice,Beer,Bread"
211,"Eggs,Diaper"
212,"Beer,Eggs"
213,"Milk,Coke"
214,"Beer,Coke,Eggs,Bread,Jam"
215,"Jam,Coke"
216,"Eggs,Juice,Cheese,Butter"
217,"Eggs,Jam,Bread"
218,"Milk,Jam,Juice"
219,"Diaper,Jam,Milk"
220,"Eggs,Diaper,Butter,Juice"
221,"Jam,Eggs,Milk,Juice,Diaper"
222,"Diaper,Coke"
223,"Butter,Beer,Cheese,Eggs,Juice"
224,"Cheese,Juice,Diaper,Jam,Bread"
225,"Diaper,Juice,Cheese"
226,"Butter,Juice,Coke,Cheese"
227,"Jam,Diaper,Juice,Beer,Butter"
228,"Jam,Coke"
229,"Cheese,Coke"
230,"Juice,Milk,Bread"
231,"Cheese,Coke,Jam,Butter"
232,"Coke,Beer,Jam,Juice,Cheese"
233,"Jam,Bread,Diaper"
234,"Jam,Diaper"
235,"Juice,Bread"
236,"Juice,Butter"
237,"Cheese,Bread,Coke,Juice,Diaper"
238,"Diaper,Beer"
239,"Eggs,Bread"
240,"Butter,Cheese,Coke,Milk"
241,"Beer,Bread"
242,"Eggs,Diaper,Beer,Juice"
243,"Cheese,Butter,Juice,Diaper,Bread"
244,"Juice,Cheese,Beer,Diaper"
245,"Coke,Cheese,Juice"
246,"Diaper,Beer,Butter"
247,"Diaper,Butter,Eggs,Juice,Bread"
248,"Juice,Cheese"
249,"Bread,Juice,Beer"
250,"Bread,Cheese"
251,"Juice,Coke,Eggs,Beer"
252,"Coke,Diaper,Bread,Jam,Eggs"
253,"Eggs,Butter,Cheese,Milk"
254,"Bread,Milk,Jam,Coke"
255,"Eggs,Diaper,Butter,Bread"
256,"Diaper,Cheese"
257,"Jam,Milk,Beer,Eggs"
258,"Milk,Eggs"
259,"Diaper,Juice"
260,"Coke,Milk,Cheese,Bread,Juice"
261,"Eggs,Jam,Juice,Butter,Beer"
262,"Bread,Diaper,Beer"
263,"Bread,Beer,Coke"
264,"Jam,Milk,Bread,Cheese,Diaper"
265,"Juice,Beer,Milk,Butter"
266,"Butter,Bread,Juice"
267,"Coke,Eggs"
268,"Beer,Jam"
269,"Diaper,Juice,Jam,Beer"
270,"Cheese,Beer,Butter,Jam,Milk"
271,"Cheese,Juice,Diaper"
272,"Milk,Diaper,Juice"
273,"Diaper,Beer,Bread,Cheese,Juice"
274,"Butter,Milk"
275,"Butter,Beer,Diaper"
276,"Coke,Cheese,Juice,Butter,Bread"
277,"Juice,Eggs,Coke,Cheese,Bread"
278,"Eggs,Jam,Beer,Cheese"
279,"Bread,Beer"
280,"Bread,Milk,Cheese,Coke"
281,"Juice,Eggs"
282,"Bread,Cheese"
283,"Milk,Beer,Juice,Coke"
284,"Juice,Coke,Milk,Cheese,Butter"
285,"Butter,Diaper,Milk"
286,"Butter,Beer,Cheese,Juice"
287,"Juice,Cheese,Jam"
288,"Cheese,Diaper,Jam"
289,"Cheese,Coke"
290,"Diaper,Jam,Milk,Butter"
291,"Cheese,Butter,Beer,Coke,Eggs"
292,"Butter,Bread,Milk,Eggs"
293,"Jam,Cheese,Diaper"
294,"Coke,Bread,Jam,Butter"
295,"Cheese,Milk,Beer"
296,"Bread,Butter"
297,"Milk,Diaper,Bread"
298,"Eggs,Juice,Cheese"
299,"Beer,Eggs"
300,"Milk,Butter"
301,"Beer,Milk"
302,"Coke,Beer"
303,"Bread,Diaper"
304,"Coke,Diaper"
305,"Jam,Milk,Butter,Coke"
306,"Eggs,Coke,Juice,Cheese"
307,"Coke,Butter"
308,"Bread,Cheese,Juice,Milk"
309,"Milk,Bread"
310,"Beer,Cheese"
311,"Milk,Beer,Bread,Coke"
312,"Beer,Diaper,Juice,Milk,Coke"
313,"Jam,Beer,Juice,Eggs,Cheese"
314,"Cheese,Jam"
315,"Juice,Bread"
316,"Beer,Diaper,Juice"
317,"Beer,Eggs,Juice,Butter,Diaper"
318,"Beer,Bread"
319,"Milk,Beer"
320,"Juice,Jam"
321,"Jam,Diaper,Milk,Eggs"
322,"Diaper,Juice"
323,"Diaper,Cheese,Coke,Milk"
324,"Juice,Butter"
325,"Cheese,Beer"
326,"Jam,Coke"
327,"Diaper,Eggs,Bread"
328,"Bread,Butter,Milk,Juice,Beer"
329,"Beer,Eggs,Cheese,Jam,Juice"
330,"Juice,Milk"
331,"Coke,Cheese,Beer,Eggs"
332,"Diaper,Cheese"
333,"Bread,Jam,Milk"
334,"Bread,Jam,Beer"
335,"Beer,Jam,Eggs,Butter"
336,"Juice,Diaper,Coke"
337,"Coke,Milk,Eggs"
338,"Beer,Cheese,Coke"
339,"Diaper,Cheese,Coke,Jam,Bread"
340,"Eggs,Butter,Coke"
341,"Coke,Butter,Jam"
342,"Milk,Diaper"
343,"Jam,Eggs,Milk,Butter"
344,"Milk,Cheese,Juice"
345,"Bread,Beer"
346,"Coke,Jam,Juice,Bread,Beer"
347,"Milk,Juice"
348,"Diaper,Bread"
349,"Jam,Cheese,Diaper"
350,"Jam,Bread,Butter"
351,"Diaper,Juice,Beer,Butter,Jam"
352,"Cheese,Milk"
353,"Jam,Coke,Beer"
354,"Eggs,Bread,Jam"
355,"Cheese,Diaper,Juice"
356,"Cheese,Milk,Bread,Juice"
357,"Jam,Beer,Diaper"
358,"Jam,Butter,Milk,Juice,Eggs"
359,"Butter,Juice,Beer"
360,"Butter,Cheese"
361,"Juice,Coke,Jam"
362,"Juice,Diaper,Milk,Butter,Bread"
363,"Diaper,Cheese,Milk"
364,"Eggs,Bread,Jam"
365,"Coke,Cheese,Eggs,Diaper,Beer"
366,"Beer,Butter,Diaper,Cheese"
367,"Bread,Coke"
368,"Coke,Milk"
369,"Milk,Eggs,Diaper"
370,"Coke,Diaper,Milk"
371,"Butter,Coke,Eggs,Bread"
372,"Diaper,Butter,Eggs,Juice,Coke"
373,"Coke,Jam"
374,"Cheese,Coke"
375,"Beer,Jam,Cheese,Coke"
376,"Eggs,Beer,Cheese,Juice"
377,"Juice,Jam"
378,"Butter,Milk,Eggs,Cheese,Beer"
379,"Jam,Butter"
380,"Eggs,Milk"
381,"Coke,Juice,Milk,Cheese,Jam"
382,"Milk,Eggs,Beer"
383,"Coke,Butter"
384,"Eggs,Cheese,Beer,Coke"
385,"Milk,Eggs,Jam,Juice"
386,"Butter,Cheese"
387,"Bread,Diaper,Cheese,Milk,Eggs"
388,"Eggs,Milk,Jam,Bread"
389,"Beer,Milk"
390,"Cheese,Beer,Diaper"
391,"Butter,Bread,Jam"
392,"Milk,Beer,Diaper"
393,"Beer,Diaper"
394,"Juice,Bread,Diaper,Butter,Milk"
395,"Bread,Butter,Jam,Eggs"
396,"Milk,Cheese,Diaper,Bread,Juice"
397,"Eggs,Bread,Butter,Cheese,Diaper"
398,"Coke,Beer,Jam,Butter,Milk"
399,"Beer,Bread,Cheese"
400,"Diaper,Beer,Butter,Coke,Bread"
401,"Coke,Cheese,Milk"
402,"Milk,Coke"
403,"Beer,Coke,Eggs"
404,"Milk,Cheese,Beer,Bread,Eggs"
405,"Eggs,Milk,Cheese,Butter,Bread"
406,"Coke,Beer,Butter,Diaper,Milk"
407,"Cheese,Beer,Juice,Eggs,Coke"
408,"Bread,Jam,Beer,Milk,Cheese"
409,"Cheese,Eggs,Coke"
410,"Bread,Cheese"
411,"Diaper,Jam"
412,"Eggs,Cheese,Milk,Bread"
413,"Juice,Cheese,Coke"
414,"Butter,Cheese,Diaper,Coke"
415,"Cheese,Juice,Jam"
416,"Coke,Eggs,Jam,Milk"
417,"Milk,Juice,Jam"
418,"Eggs,Juice,Milk,Beer,Cheese"
419,"Coke,Diaper"
420,"Diaper,Coke,Beer"
421,"Juice,Coke,Milk"
422,"Milk,Coke,Diaper,Eggs"
423,"Butter,Diaper,Coke,Juice"
424,"Coke,Milk,Eggs,Diaper,Butter"
425,"Milk,Bread,Cheese,Diaper"
426,"Milk,Eggs"
427,"Butter,Cheese,Bread,Jam,Milk"
428,"Juice,Beer,Bread,Eggs"
429,"Milk,Eggs,Juice,Coke,Jam"
430,"Eggs,Cheese,Coke,Jam,Bread"
431,"Cheese,Juice,Bread"
432,"Bread,Eggs,Juice,Jam,Beer"
433,"Butter,Beer,Bread,Cheese"
434,"Beer,Bread,Jam"
435,"Coke,Diaper"
436,"Bread,Eggs,Beer,Milk,Juice"
437,"Eggs,Bread,Butter,Diaper,Cheese"
438,"Coke,Eggs,Juice,Diaper"
439,"Bread,Milk,Beer,Butter"
440,"Milk,Beer"
441,"Bread,Milk,Juice,Eggs,Jam"
442,"Beer,Eggs,Jam"
443,"Beer,Coke,Cheese"
444,"Diaper,Cheese"
445,"Jam,Juice,Butter,Beer"
446,"Jam,Diaper,Milk,Eggs"
447,"Jam,Coke,Bread,Juice,Milk"
448,"Diaper,Milk"
449,"Jam,Eggs"
450,"Juice,Milk,Cheese"
451,"Diaper,Butter,Coke"
452,"Jam,Bread,Coke"
453,"Bread,Milk,Jam"
454,"Cheese,Milk,Jam,Beer"
455,"Jam,Cheese,Diaper"
456,"Butter,Jam,Diaper"
457,"Diaper,Butter,Coke,Bread,Cheese"
458,"Milk,Coke"
459,"Cheese,Jam"
460,"Eggs,Diaper"
461,"Eggs,Diaper,Cheese,Juice,Beer"
462,"Juice,Jam,Eggs,Cheese,Beer"
463,"Eggs,Jam,Milk,Cheese,Beer"
464,"Jam,Juice,Coke"
465,"Cheese,Bread"
466,"Juice,Bread,Milk"
467,"Diaper,Beer"
468,"Bread,Milk,Cheese"
469,"Butter,Bread,Beer"
470,"Milk,Cheese,Bread,Butter,Eggs"
471,"Coke,Cheese,Juice,Eggs,Bread"
472,"Butter,Juice,Diaper"
473,"Eggs,Coke"
474,"Jam,Bread,Beer,Diaper,Coke"
475,"Jam,Milk,Beer,Juice,Eggs"
476,"Butter,Eggs,Diaper,Juice,Cheese"
477,"Milk,Coke"
478,"Coke,Bread,Eggs,Beer,Butter"
479,"Diaper,Beer,Eggs"
480,"Jam,Juice,Cheese,Milk"
481,"Beer,Cheese,Milk"
482,"Cheese,Bread,Juice,Butter"
483,"Cheese,Butter"
484,"Diaper,Beer,Eggs"
485,"Diaper,Jam"
486,"Coke,Juice,Eggs,Cheese"
487,"Juice,Jam,Milk,Eggs"
488,"Juice,Jam,Coke"
489,"Cheese,Beer,Eggs"
490,"Coke,Juice,Eggs,Diaper,Butter"
491,"Juice,Bread,Coke,Diaper"
492,"Diaper,Jam,Milk,Bread"
493,"Butter,Diaper"
494,"Bread,Coke,Beer"
495,"Butter,Milk,Eggs,Bread"
496,"Juice,Butter,Cheese,Beer"
497,"Diaper,Butter"
498,"Juice,Diaper,Eggs"
499,"Juice,Beer,Eggs,Milk,Cheese"
500,"Bread,Diaper,Coke"
501,"Jam,Eggs,Beer,Bread,Diaper"
502,"Diaper,Juice,Beer,Butter,Jam"
503,"Beer,Jam"
504,"Diaper,Coke,Eggs"
505,"Eggs,Bread"
506,"Jam,Butter,Beer"
507,"Butter,Eggs,Milk,Beer,Cheese"
508,"Eggs,Juice"
509,"Milk,Beer,Butter,Coke,Juice"
510,"Coke,Bread"
511,"Milk,Coke,Jam,Juice"
512,"Milk,Coke,Juice"
513,"Jam,Juice,Diaper,Milk"
514,"Beer,Diaper,Cheese,Butter,Bread"
515,"Diaper,Milk"
516,"Eggs,Beer,Juice,Cheese,Diaper"
517,"Diaper,Jam,Milk,Cheese"
518,"Cheese,Jam,Diaper,Juice,Coke"
519,"Beer,Diaper,Jam,Juice,Eggs"
520,"Milk,Coke,Cheese"
521,"Milk,Bread,Juice,Diaper,Eggs"
522,"Coke,Eggs"
523,"Cheese,Coke"
524,"Milk,Diaper,Eggs,Bread"
525,"Diaper,Beer,Eggs"
526,"Beer,Eggs,Diaper,Cheese,Jam"
527,"Butter,Juice,Eggs,Bread,Jam"
528,"Milk,Coke,Bread"
529,"Bread,Jam,Cheese,Juice"
530,"Juice,Bread,Coke,Butter,Diaper"
531,"Butter,Coke,Milk,Jam"
532,"Beer,Jam"
533,"Cheese,Diaper,Coke"
534,"Coke,Jam,Diaper,Beer"
535,"Eggs,Bread"
536,"Milk,Jam"
537,"Jam,Coke,Eggs,Bread"
538,"Jam,Butter,Cheese,Diaper,Coke"
539,"Cheese,Bread,Coke"
540,"Milk,Cheese,Bread,Jam"
541,"Coke,Bread,Eggs,Juice"
542,"Beer,Milk"
543,"Cheese,Juice,Coke,Butter,Beer"
544,"Cheese,Beer,Jam,Eggs,Butter"
545,"Beer,Jam,Coke,Milk,Diaper"
546,"Bread,Milk,Eggs,Cheese,Juice"
547,"Coke,Milk,Butter,Eggs,Diaper"
548,"Juice,Beer,Butter"
549,"Milk,Coke,Beer,Butter,Diaper"
550,"Jam,Eggs,Coke"
551,"Jam,Cheese,Eggs"
552,"Eggs,Juice"
553,"Coke,Bread,Beer,Butter"
554,"Beer,Diaper"
555,"Butter,Diaper,Cheese,Beer"
556,"Eggs,Coke,Beer,Bread"
557,"Juice,Coke,Diaper,Bread"
558,"Beer,Bread,Milk,Jam"
559,"Coke,Bread,Milk,Eggs,Diaper"
560,"Beer,Jam,Butter,Cheese"
561,"Beer,Butter,Coke,Cheese,Bread"
562,"Butter,Juice,Milk"
563,"Cheese,Diaper,Eggs,Coke,Bread"
564,"Milk,Eggs,Bread,Cheese"
565,"Juice,Beer"
566,"Butter,Milk,Cheese,Diaper"
567,"Diaper,Butter"
568,"Bread,Beer"
569,"Beer,Butter,Milk,Jam"
570,"Diaper,Coke,Cheese,Beer"
571,"Bread,Coke"
572,"Juice,Bread"
573,"Milk,Beer,Butter,Juice"
574,"Diaper,Jam,Milk,Cheese,Coke"
575,"Bread,Eggs,Jam,Butter"
576,"Beer,Milk,Cheese"
577,"Cheese,Jam,Beer,Coke"
578,"Juice,Beer"
579,"Cheese,Eggs,Diaper"
580,"Coke,Cheese"
581,"Beer,Butter,Milk,Coke"
582,"Diaper,Milk,Jam"
583,"Juice,Jam"
584,"Coke,Butter,Eggs,Milk,Beer"
585,"Beer,Butter"
586,"Juice,Cheese,Bread,Coke,Eggs"
587,"Bread,Juice"
588,"Cheese,Butter,Juice"
589,"Jam,Cheese,Beer,Coke"
590,"Eggs,Milk,Coke"
591,"Eggs,Bread,Butter,Coke,Milk"
592,"Butter,Beer"
593,"Juice,Beer,Diaper,Cheese,Bread"
594,"Eggs,Cheese"
595,"Coke,Eggs"
596,"Diaper,Jam,Bread,Juice,Butter"
597,"Milk,Jam"
598,"Butter,Bread,Beer,Diaper"
599,"Cheese,Coke,Butter"
600,"Jam,Milk,Juice"
601,"Milk,Butter,Cheese"
602,"Milk,Jam"
603,"Milk,Cheese,Coke,Butter,Diaper"
604,"Diaper,Coke,Juice"
605,"Jam,Milk,Coke,Bread,Eggs"
606,"Butter,Milk,Coke"
607,"Milk,Beer"
608,"Beer,Milk,Eggs,Coke,Bread"
609,"Diaper,Eggs,Coke,Beer"
610,"Cheese,Milk,Bread,Diaper"
611,"Eggs,Milk,Beer,Jam,Butter"
612,"Beer,Cheese,Diaper,Jam,Coke"
613,"Beer,Bread,Cheese"
614,"Beer,Butter"
615,"Juice,Milk,Jam"
